content__235ca,username__703b9,anchor_edefb8,anchor_edefb8 (2),timestamp_c19a55,separator_c19a55,avatar_c19a55 src,username_c19a55,roleIcon__1e6f1 src,markup__75297,markup__75297 (2),markup__75297 (3),markup__75297 (4),latin24CompactTimeStamp_c19a55,separator_c19a55 (2),mention,botText__82f07,markup__75297 (5),markup__75297 (6),markup__75297 (7),markup__75297 (8),anchor_edefb8 href,anchor_edefb8 (3),embedProvider__623de,anchor_edefb8 href (2),embedDescription__623de,originalLink_af017a href,loadingOverlay_af017a src,emoji src,edited_c19a55,emoji src (2),reactionCount__23977,replyAvatar_c19a55 src,repliedTextContent_c19a55,repliedTextContent_c19a55 (2),repliedTextContent_c19a55 (3),username_c19a55 (2),avatarDecoration_c19a55 src,reactionCount__23977 (2),markup__75297 (9),markup__75297 (10),markup__75297 (14),markup__75297 (15),markup__75297 (16),markup__75297 (17),embedDescription__623de (2),embedDescription__623de (3),embedDescription__623de (4),embedDescription__623de (5),embedDescription__623de (6),embedDescription__623de (7),embedDescription__623de (8),embedDescription__623de (9),embedDescription__623de (10),embedDescription__623de (11),embedDescription__623de (12),embedDescription__623de (13),embedDescription__623de (14),embedDescription__623de (15),embedFieldName__623de,embedFieldValue__623de,embedFieldValue__623de (2),embedFieldValue__623de (3),embedFieldValue__623de (4),embedFieldName__623de (2),embedFieldValue__623de (5),video_cf09d8 src,repliedTextContent_c19a55 (4),repliedTextContent_c19a55 (5),repliedTextContent_c19a55 (6),embedDescription__623de (16),embedDescription__623de (17),embedDescription__623de (18),anchor_edefb8 href (3),anchor_edefb8 (4),embedVideoImageComponentInner__623de src,anchor_edefb8 href (5),repliedTextContent_c19a55 (7),repliedTextContent_c19a55 (8),repliedTextContent_c19a55 (9),embedFieldName__623de (3),embedFieldValue__623de (6),lazyImg_f4758a src,embedAuthorIcon__623de src,embedFooterIcon__623de src,embedFooterText__623de,embedFooterSeparator__623de,emoji src (3),markup__75297 (18),markup__75297 (19),markup__75297 (20),markup__75297 (21),markup__75297 (22),markup__75297 (23),markup__75297 (24),markup__75297 (25),anchor_edefb8 (5),reactionCount__23977 (3),embedDescription__623de (19),embedDescription__623de (20),embedDescription__623de (21),embedDescription__623de (22),embedVideo__623de src,anchor_edefb8 (6),anchor_edefb8 (7),anchor_edefb8 (8),edited_c19a55 (2),pngImage__31fc2 src,embedDescription__623de (23),repliedTextContent_c19a55 (10),embedDescription__623de (24),embedDescription__623de (25),embedDescription__623de (26),embedDescription__623de (27),embedDescription__623de (28),anchor_edefb8 href (6),originalLink_af017a href (2),repliedTextPlaceholder_c19a55,emoji src (4),emoji src (5),embedDescription__623de (29),embedDescription__623de (30),embedDescription__623de (31),embedDescription__623de (32),embedDescription__623de (33),embedDescription__623de (34),embedDescription__623de (35),embedDescription__623de (36),embedDescription__623de (37),embedDescription__623de (39),embedDescription__623de (40),embedDescription__623de (41),embedDescription__623de (42),embedDescription__623de (43),embedDescription__623de (44),embedDescription__623de (48),embedDescription__623de (59),embedDescription__623de (60),embedDescription__623de (61),embedDescription__623de (63),mention (2),imageError_af017a src,reactionCount__23977 (4),embedFieldValue__623de (7),embedFieldValue__623de (8),embedDescription__623de (64)
,,Steam,,"— 
1/19/25, 9:28 AM",—,https://cdn.discordapp.com/avatars/214193071313780738/40e79040504cb38bfd050ff77ea90a64.webp?size=160,Korygg,https://cdn.discordapp.com/role-icons/409243229993828354/5a5243ec94ad1a4ca320516d0454befe.webp?size=40&quality=lossless,,,,,,,,,,,,,https://store.steampowered.com/app/3266110/Black_Pine_Incident_Response/,https://store.steampowered.com/app/3266110/Black_Pine_Incident_Response/,,https://store.steampowered.com/app/3266110/Black_Pine_Incident_Response/,,,,,,,,,,,,,,,,,,,,,Black Pine,: Incident Response is a multiplayer horror survival game set in the aftermath of intense solar flares that have wreaked havoc across the Appalachian Mountains,. Your team has been dispatched to restore critical infrastructure that supports the local region,. But as you take on perilous repairs—fixing power grids,", unstable radar towers",",",.,.,.,,,,,,Release Date,Coming soon,,,,,,https://images-ext-1.discordapp.net/external/WSLGsWT7iT3k_dzwR-GxUBTF-J2qDXlgG_vaPT0xPzI/%3Ft%3D1731986125/https/video.akamai.steamstatic.com/store_trailers/257074802/movie_max_vp9.webm,,,,,,,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,Black Pine,,,,,,,: Incident Response,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
1/21/25, 12:37 AM",—,https://cdn.discordapp.com/avatars/238303065193709569/8cc1e2f5c8e5f9dc32f436d9052cc06a.webp?size=160,Lighthawk,https://cdn.discordapp.com/role-icons/419956543254167572/4aaf2ea5eccaca8e582a8e67e79b2b5d.webp?size=40&quality=lossless,,,,,,,,,,,,,https://store.steampowered.com/app/2963880/Murky_Divers/,https://store.steampowered.com/app/2963880/Murky_Divers/,,https://store.steampowered.com/app/2963880/Murky_Divers/,,,,,,,,,,,,,https://cdn.discordapp.com/avatar-decoration-presets/a_f3af281c65cf0cf590e9e1f59e9c6cf6.png?size=240&passthrough=false,,,,,,,,Dive with a team of up to 8 to the bottom of the ocean,. Your mission,: Remove all corpses from Pharma Corps, abandoned labs,. Erase any evidence of their failed experiments,.Dive into the ocean with a submarine that suits your playstyle,. Go solo or team up with a friend in the small sub,", play with up to 4 players in the regular sub",", or gather 5 to",.,.,.,,,Price,$,8,0.99,2839,Recommendations,,https://images-ext-1.discordapp.net/external/cWhV8YQnzdCVkIk_GIzWJRa3tog1bukQYldtCkrk3Z8/%3Ft%3D1734025844/https/video.akamai.steamstatic.com/store_trailers/257080976/movie_max_vp9.webm,,,,,,,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,Murky Divers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
1/21/25, 8:45 AM",—,https://cdn.discordapp.com/avatars/366412700810608641/bc96c8332e3d798c0f888630c9997ea4.webp?size=160,amazinamanda,https://cdn.discordapp.com/role-icons/409396029029613569/8597ae2213225c47dcbadebce074c004.webp?size=40&quality=lossless,Idk why but i think this game is perfect for tech,,,,,,,,,,,,https://store.steampowered.com/app/3244220/A_Game_About_Digging_A_Hole/,https://store.steampowered.com/app/3244220/A_Game_About_Digging_A_Hole/,,https://store.steampowered.com/app/3244220/A_Game_About_Digging_A_Hole/,,,,https://discord.com/assets/55186960dfe71730.svg,,,,,,,,,,,,,,,,,Dig deep,", sell what you find",", update your equiptment to continue your journey further and further",. With every spadeful you dig,", you get closer to the truth",. There,s no rush,", no rules",- just you and the adventure underground,.Costs as much as a,coffee,", but is fun for longer",!PS,: It,Release Date,2025,,,,,,https://images-ext-1.discordapp.net/external/o9tzM5MZJmOBz14Q19BBeTgNOr-Zi7sd0g7HQIT3Dko/%3Ft%3D1737456701/https/video.akamai.steamstatic.com/store_trailers/257090882/movie_max_vp9.webm,,,,s not The Witcher 4,", but I hope you",ll hit the Wishlist button an,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,A Game About Digging A Hole,,.,.,.,,,- 掘地求财,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
1/21/25, 7:26 PM",—,https://cdn.discordapp.com/avatars/366412700810608641/bc96c8332e3d798c0f888630c9997ea4.webp?size=160,amazinamanda,https://cdn.discordapp.com/role-icons/409396029029613569/8597ae2213225c47dcbadebce074c004.webp?size=40&quality=lossless,Balatro but with mahjong,,,,,,,,,,,,https://store.steampowered.com/app/3066570/Aotenjo_Infinite_Hands/,https://store.steampowered.com/app/3066570/Aotenjo_Infinite_Hands/,,https://store.steampowered.com/app/3066570/Aotenjo_Infinite_Hands/,,,,,,,,,,,,,,,,,,,,,Dive into Aotenjo,", where the ancient game of Mahjong meets the strategic depth of deckbuilding",. Use unique Artifacts,", master intricate Patterns",(Yakus,),", and harness Special Tiles to overcome malicious threats and emerge victorious",!With over 100 Patterns and 144 unique Artifacts,", every hand you play can unleash unbelievable combos",. Adapt and stra,.,.,.,,Price,$,8,0.79,154,Recommendations,,https://images-ext-1.discordapp.net/external/ktUHE0Zekpl2tbnicUmbZ_ozypfyIaDqK2-xyT_a9HI/%3Ft%3D1737373156/https/video.akamai.steamstatic.com/store_trailers/257064051/movie_max_vp9.webm,,,,,,,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,Aotenjo,,,,,,,: Infinite Hands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
1/21/25, 8:50 PM",—,https://cdn.discordapp.com/guilds/409242708104708097/users/341287761388765185/avatars/2257f5bce4ea62cbfc204f87abb06c90.webp?size=256,° MAGICSMITH408 ｡,https://cdn.discordapp.com/role-icons/409396029029613569/8597ae2213225c47dcbadebce074c004.webp?size=40&quality=lossless,,,,,,,,,,,,,https://store.steampowered.com/app/2890830/Streamer_Life_Simulator_2/,https://store.steampowered.com/app/2890830/Streamer_Life_Simulator_2/,,https://store.steampowered.com/app/2890830/Streamer_Life_Simulator_2/,,,,,,,,,,,,,https://cdn.discordapp.com/avatar-decoration-presets/a_3cb645e940dd6a660fc2fd1482ba29d2.png?size=240&passthrough=false,,,,,,,,Blood,", Sweat",", and DonateStreaming is now more fun and more complicated in the second game of the series",.We,ve improved the graphics and revamped the gameplay,. You,ll be able to create your own streamer character in detail,.Streamer Life Simulator is a game where you start from scratch and try to become an popular internet streamer,. To become a be,.,.,.,,,Release Date,Jan 22,", 2025",,,,,https://images-ext-1.discordapp.net/external/lDIKAOCnXfkyJskQjaW535MuzRoDJGI0rbD1rpwrOXs/%3Ft%3D1735152223/https/video.akamai.steamstatic.com/store_trailers/257084754/movie_max_vp9.webm,,,,,,,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,Streamer Life Simulator 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
1/22/25, 11:52 AM",—,https://cdn.discordapp.com/avatars/160532146228822016/da55eff7e3a77c63f405a09b137bef27.webp?size=160,ImjustKG,https://cdn.discordapp.com/role-icons/409396029029613569/8597ae2213225c47dcbadebce074c004.webp?size=40&quality=lossless,This is a,"""vampire survivors",""" game that came out in EA yesterday but runs and plays super well",", very cool combat etc too",,,,,,,,,https://store.steampowered.com/app/2820820/Jotunnslayer_Hordes_of_Hel/,https://store.steampowered.com/app/2820820/Jotunnslayer_Hordes_of_Hel/,,https://store.steampowered.com/app/2820820/Jotunnslayer_Hordes_of_Hel/,,,,https://discord.com/assets/58a76b2430663605.svg,,,,,,,,,,,,,,,,,Jotunnslayer,: Hordes of Hel is a gripping roguelike,", horde",-survivor game with top,-notch graphics,. Choose one of the damned heroes and attempt to pass the Gods, test by fighting your way through waves of mythical adversaries,. If you succeed in all the trials,", you will become the chosen Jotunnslayer",.Engage in adrenaline,-fueled battles,", fighting o",.,.,Price,$,8,1,8,Recommendations,9,https://images-ext-1.discordapp.net/external/HDCe_EThZzQIe_Ydib7zDWD6N2b4Bhbp4T6_cZYdKe0/%3Ft%3D1737460861/https/video.akamai.steamstatic.com/store_trailers/257090127/movie_max_vp9.webm,,,,.,,,https://store.steampowered.com/,,,,,,,,9,,,,,,,,,,,,,,,Jotunnslayer,,,,,,,: Hordes of Hel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,469,
,,Steam,,"— 
1/22/25, 12:38 PM",—,https://cdn.discordapp.com/avatars/185096587696013313/43246616684428ac3dc7df2ad49a4526.webp?size=160,Mr. Bungle,https://cdn.discordapp.com/role-icons/419956543254167572/4aaf2ea5eccaca8e582a8e67e79b2b5d.webp?size=40&quality=lossless,,,,,,,,,,,,,https://store.steampowered.com/app/211600/Thief_Gold/,https://store.steampowered.com/app/211600/Thief_Gold/,,https://store.steampowered.com/app/211600/Thief_Gold/,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/211600/header.jpg?t=1681398290,https://images-ext-1.discordapp.net/external/EgmmAO32rDhYAzB9RhSxcwMQQ-4Gb0yA38DoDkXIdEE/%3Ft%3D1681398290/https/shared.akamai.steamstatic.com/store_item_assets/steam/apps/211600/header.jpg?format=webp&width=800&height=374,,,,,,,,,,,,,,,,,,Stalk your prey on the quest for stolen goods with your blackjack,", sword",", and an assortment of unique arrows",. Steal for money and uncover the hidden agendas of your allies and enemies as you play through an unravelling story of deception and revenge,. Survive in a world where shadows are your only ally,", trust is not an option",", and confrontation r",.,.,.,,,,,Price,$,6,0.99,3071,Recommendations,92,,,,,,,,https://store.steampowered.com/,,,,,,,Metacritic,,,,,,,,,,,,,,,,Thief™ Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,,[,,,,,,,,"[
12:39 PM
]",],,,,,,,https://store.steampowered.com/app/6910/Deus_Ex_Game_of_the_Year_Edition/,https://store.steampowered.com/app/6910/Deus_Ex_Game_of_the_Year_Edition/,,https://store.steampowered.com/,,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/6910/header.jpg?t=1726596757,https://images-ext-1.discordapp.net/external/7jYajfyEZKWz3-Hnfx4cC5B7ksINpwQ5IGQ1xlgvdIU/%3Ft%3D1726596757/https/shared.akamai.steamstatic.com/store_item_assets/steam/apps/6910/header.jpg?format=webp&width=800&height=374,,,,,,,,,,,,,,,,,,The year is 2052 and the world is a dangerous and chaotic place,. Terrorists operate openly,- killing thousands,; drugs,", disease and pollution kill even more",. The world,s economies are close to collapse and the gap between the insanely wealthy and the desperately poor grows ever wider,. Worst of all,", an ages old conspiracy bent on world domination",.,.,.,,,Price,$,6,0.99,12469,Recommendations,90,,,,,,,,https://store.steampowered.com/app/6910/Deus_Ex_Game_of_the_Year_Edition/,,,,,,,Metacritic,,,,,,,,,,,,,,,,Deus Ex,,,,,,,: Game of the Year Edition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
1/22/25, 1:03 PM",—,https://cdn.discordapp.com/avatars/238303065193709569/8cc1e2f5c8e5f9dc32f436d9052cc06a.webp?size=160,Lighthawk,https://cdn.discordapp.com/role-icons/419956543254167572/4aaf2ea5eccaca8e582a8e67e79b2b5d.webp?size=40&quality=lossless,,,,,,,,,,,,,https://store.steampowered.com/app/2096030/Snow_Plowing_Simulator/,https://store.steampowered.com/app/2096030/Snow_Plowing_Simulator/,,https://store.steampowered.com/app/2096030/Snow_Plowing_Simulator/,,,,https://cdn.discordapp.com/emojis/1140021948026474616.webp?size=80,,,3,,,,,,https://cdn.discordapp.com/avatar-decoration-presets/a_f3af281c65cf0cf590e9e1f59e9c6cf6.png?size=240&passthrough=false,,,,,,,,You start your adventure in the middle of a town with one simple shovel,", manually clearing the snow from sidewalks and garage driveways",. Once you,ve made some extra money,", it",s time to buy more and more serious machines and vehicles,.The more efficient equipment you have,", the more sophisticated tasks will be available for you to do in more and mo",.,.,.,,,,Price,$,1,5,0.99,Recommendations,151,https://images-ext-1.discordapp.net/external/GeFLWrDV2W3dzQz7Co8h2f0E3AzTcSqTAaB9UyBzUEw/%3Ft%3D1734623002/https/video.akamai.steamstatic.com/store_trailers/257083488/movie_max_vp9.webm,,,,,,,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,Snow Plowing Simulator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
1/22/25, 2:33 PM",—,https://cdn.discordapp.com/avatars/185096587696013313/43246616684428ac3dc7df2ad49a4526.webp?size=160,Mr. Bungle,https://cdn.discordapp.com/role-icons/419956543254167572/4aaf2ea5eccaca8e582a8e67e79b2b5d.webp?size=40&quality=lossless,,,,,,,,,,,,,https://store.steampowered.com/app/434050/Duke_Nukem_3D_20th_Anniversary_World_Tour/,https://store.steampowered.com/app/434050/Duke_Nukem_3D_20th_Anniversary_World_Tour/,,https://store.steampowered.com/app/434050/Duke_Nukem_3D_20th_Anniversary_World_Tour/,,,,,,,,,,,,,,,,,,,,,Frag like it’s 1996 – this time with even more asses to kick,! Join the world’s greatest action hero in Duke Nukem 3D,: 20th Anniversary World Tour as he saves Earth once again,", kicking alien ass and saving babes across the globe along the way",. Blast your way through hordes of ugly aliens in four classic Duke Nukem 3D episodes plus an additional A,.,.,.,,,,,,,Price,$,1,9,0.99,Recommendations,4393,https://images-ext-1.discordapp.net/external/iid-NiwK4-SYhQM0VWHvd3Zi1-CDpDQYQXGm2IUDFCA/%3Ft%3D1518545442/https/video.akamai.steamstatic.com/store_trailers/256672404/movie_max.webm,,,,,,,https://store.steampowered.com/,,,,,,,Metacritic,72,,,,,,,,,,,,,,,Duke Nukem 3D,,,,,,,: 20th Anniversary World Tour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
1/22/25, 8:43 PM",—,https://cdn.discordapp.com/avatars/571263337984163840/807a96a4cce9f2ec1e4b14a07494908f.webp?size=160,IAmDevros,https://cdn.discordapp.com/role-icons/419956543254167572/4aaf2ea5eccaca8e582a8e67e79b2b5d.webp?size=40&quality=lossless,,,,,,,,,,,,,https://store.steampowered.com/app/3244220/A_Game_About_Digging_A_Hole/,https://store.steampowered.com/app/3244220/A_Game_About_Digging_A_Hole/,,https://store.steampowered.com/app/3244220/A_Game_About_Digging_A_Hole/,,,,https://discord.com/assets/55186960dfe71730.svg,,,,,,,,,,,,,,,,,Dig deep,", sell what you find",", update your equiptment to continue your journey further and further",. With every spadeful you dig,", you get closer to the truth",. There,s no rush,", no rules",- just you and the adventure underground,.Costs as much as a,coffee,", but is fun for longer",!PS,: It,Release Date,Feb 7,", 2025",,,,,https://images-ext-1.discordapp.net/external/o9tzM5MZJmOBz14Q19BBeTgNOr-Zi7sd0g7HQIT3Dko/%3Ft%3D1737456701/https/video.akamai.steamstatic.com/store_trailers/257090882/movie_max_vp9.webm,,,,s not The Witcher 4,", but I hope you",ll hit the Wishlist button an,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,A Game About Digging A Hole,,.,.,.,,,- 掘地求财,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
1/22/25, 9:42 PM",—,https://cdn.discordapp.com/avatars/534205396089307146/e49c205ce15efc3b552d8e3216474d13.webp?size=160,Understandably_Angry,https://cdn.discordapp.com/role-icons/409396029029613569/8597ae2213225c47dcbadebce074c004.webp?size=40&quality=lossless,When Tech wants to go full American Truck Destruction,.  This is also part of a Humble Bundle with a ton of Racing games,(redeemable on Steam,) at the moment,,,,,(,$16,),,https://store.steampowered.com/app/1209360/Monster_Truck_Championship/,https://store.steampowered.com/app/1209360/Monster_Truck_Championship/,Humble Bundle,https://store.steampowered.com/app/1209360/Monster_Truck_Championship/,"Get Overpass 2, TT Isle of Man: Ride on the Edge 3, and more games from Nacon Motorsports. Pay what you want & support charity! Put the pedal to the metal today!","https://hb.imgix.net/85f053020e0880a02d90d11aaa595cb0883aee21.png?auto=compress,format&h=630&w=1200&s=9d62127f643c1354c4fa9a43a29ab618",https://images-ext-1.discordapp.net/external/mtUpuLL_EPX_7WpfRruNNlaaQyzqC6CycoTHfMU81r4/%3Fauto%3Dcompress%2Cformat%26h%3D630%26w%3D1200%26s%3D9d62127f643c1354c4fa9a43a29ab618/https/hb.imgix.net/85f053020e0880a02d90d11aaa595cb0883aee21.png?format=webp&quality=lossless&width=800&height=450,,(edited),,,,,,,,,,,,,,,,A true Monster Truck simulation,!From Las Vegas to Orlando,", go head",-to,-head against experienced drivers in drag races and freestyle competitions,! But before you can pull off doughnuts,", wheelies and bicycles",", you must first tune your truck to perfection",. These machines are spectacular and impressive yet highly technical to drive,. The game faithful,.,.,.,,Price,$,3,9,0.99,Recommendations,101,https://images-ext-1.discordapp.net/external/A1D0KeSzqhPkYlxus_FGVXh26Gky8ULSDBOCrE2YjX0/%3Ft%3D1594302899/https/video.akamai.steamstatic.com/store_trailers/256792208/movie_max_vp9.webm,,,,,,,https://store.steampowered.com/,Nacon Motorsports: Drive & Thrive,,https://www.humblebundle.com/games/nacon-motorsports-drive-thrive?hmb_source=&hmb_medium=product_tile&hmb_campaign=mosaic_section_1_layout_index_1_layout_type_threes_tile_index_2_c_naconmotorsportsdrivethrive_bundle,,,,,,,,,,,,,,,,,,,,https://www.humblebundle.com/games/nacon-motorsports-drive-thrive?hmb_source=&hmb_medium=product_tile&hmb_campaign=mosaic_section_1_layout_index_1_layout_type_threes_tile_index_2_c_naconmotorsportsdrivethrive_bundle,,,,,,,Monster Truck Championship,,,,,,,,,,,,https://www.humblebundle.com/games/nacon-motorsports-drive-thrive?hmb_source=&hmb_medium=product_tile&hmb_campaign=mosaic_section_1_layout_index_1_layout_type_threes_tile_index_2_c_naconmotorsportsdrivethrive_bundle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
1/23/25, 12:14 PM",—,https://cdn.discordapp.com/avatars/366412700810608641/bc96c8332e3d798c0f888630c9997ea4.webp?size=160,amazinamanda,https://cdn.discordapp.com/role-icons/409396029029613569/8597ae2213225c47dcbadebce074c004.webp?size=40&quality=lossless,It,s coming to switch in February,!  It,s a great game for Kay,,,,,!,,,,https://store.steampowered.com/app/1536090/Echoes_of_the_Plum_Grove/,https://store.steampowered.com/app/1536090/Echoes_of_the_Plum_Grove/,,https://store.steampowered.com/app/1536090/Echoes_of_the_Plum_Grove/,,,,,,,,,,,,,,,,,,,,,A new life awaits you in Honeywood,! After washing onto the island,s shores,", you",ll find yourself the newly minted owner to a humble plot of land,. Pull up your sleeves,", grab your tools",", and get to work building a farm that will last not only a lifetime",", but span generations",! Echoes of Plum Grove is a casual,", cozy farm simulator where your decisi",.,.,.,Price,$,1,3,0.99,Recommendations,1975,https://images-ext-1.discordapp.net/external/n8VjSmAWGGIQhjfYhMdABc7yoDDYoOUOyKMhgRlb_Kg/%3Ft%3D1714409534/https/video.akamai.steamstatic.com/store_trailers/257018022/movie_max_vp9.webm,,,,,,,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,Echoes of the Plum Grove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
1/24/25, 10:01 AM",—,https://cdn.discordapp.com/avatars/366412700810608641/bc96c8332e3d798c0f888630c9997ea4.webp?size=160,amazinamanda,https://cdn.discordapp.com/role-icons/409396029029613569/8597ae2213225c47dcbadebce074c004.webp?size=40&quality=lossless,,,,,,,,,,,,,https://store.steampowered.com/app/2545360/Lonely_Mountains_Snow_Riders/,https://store.steampowered.com/app/2545360/Lonely_Mountains_Snow_Riders/,,https://store.steampowered.com/app/2545360/Lonely_Mountains_Snow_Riders/,,,,,,,,,,,,,,,,,,,,,Take a deep breath,", count to three",", and… go",! Lonely Mountains,: Snow Riders is a game that balances serious challenge with a relaxing atmosphere,. Slice through deep snow,", skitter over ice lakes",", and leap into the air in spectacular jumps",", bringing your friends along for the ride",. Snow Riders also adds a brand new feature to the Lonely Mountains w,.,.,.,,Price,$,2,2,0.49,Recommendations,125,https://images-ext-1.discordapp.net/external/JXD50_I1pfKRqDR8cP6w1hU5JOy4DKghgcxWU0xs79k/%3Ft%3D1723738078/https/video.akamai.steamstatic.com/store_trailers/257045817/movie_max_vp9.webm,,,,,,,https://store.steampowered.com/,,,,,,,Metacritic,92,,,,,,,,,,,,,,,Lonely Mountains,,,,,,,: Snow Riders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
1/25/25, 9:50 AM",—,https://cdn.discordapp.com/avatars/306263509522448385/ee6abbd1953657f76e29e277a724770e.webp?size=160,Bry0guy,https://cdn.discordapp.com/role-icons/419956543254167572/4aaf2ea5eccaca8e582a8e67e79b2b5d.webp?size=40&quality=lossless,,,,,,,,,,,,,https://store.steampowered.com/app/2929250/over_the_hill/,https://store.steampowered.com/app/2929250/over_the_hill/,,https://store.steampowered.com/app/2929250/over_the_hill/,,,,,,,,,,,,,,,,,,,,,Explore,", navigate",", and uncover the vast wilderness in over the hill",", the newest installation from the creator of art of rally",. Ramble your way through varied biomes inspired by real,-world locations,", from valleys to mountains and everything in between",.Discover portals to travel to new areas,", and complete objectives to unlock new vehicles",", upgrade",.,.,.,,Release Date,To be announced,,,,,,https://images-ext-1.discordapp.net/external/RvpiiJbYlfmcruZ5vRJs7_kT4ArYw5lq2LN109R7-CY/%3Ft%3D1737640266/https/video.akamai.steamstatic.com/store_trailers/257087502/movie_max_vp9.webm,,,,,,,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,over the hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Steam,,"— 
1/25/25, 12:06 PM",—,https://cdn.discordapp.com/avatars/366412700810608641/bc96c8332e3d798c0f888630c9997ea4.webp?size=160,amazinamanda,https://cdn.discordapp.com/role-icons/409396029029613569/8597ae2213225c47dcbadebce074c004.webp?size=40&quality=lossless,,,,,,,,,,,,,https://store.steampowered.com/app/3292260/Amenti/,https://store.steampowered.com/app/3292260/Amenti/,,https://store.steampowered.com/app/3292260/Amenti/,,,,,,,,,,,,,,,,,,,,,DescriptionHow were the pyramids really built,? What was the connection between the ancient Egyptians and alien beings,? Is the legend of Amenti real,? To find the answers,", you must enter the newly discovered tomb of Rudamon",", a terrifying site buried 50 meters underground",. No one has dared to explore its endless,", dark corridors—until now",. According,.,.,.,,,Price,$,6,0.99,471,Recommendations,,https://images-ext-1.discordapp.net/external/4pvtXuncshsHINS4hkBQiWJTdKNU97R78Haln8AhQYs/%3Ft%3D1736102215/https/video.akamai.steamstatic.com/store_trailers/257086552/movie_max_vp9.webm,,,,,,,https://store.steampowered.com/,,,,,,,,,,,,,,,,,,,,,,,Amenti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
